symbol,contractSymbol,dailyLastPrice,dailyPriceChange,dailyOpenPrice,dailyHighPrice,dailyLowPrice,dailyPreviousPrice,dailyVolume,dailyOpenInterest,dailyDate1dAgo,symbolCode,symbolType,hasOptions,raw
LFU28,LFU28 (Sep '28),638.25,-0.50,0.00,638.25,638.25,638.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFU28', 'contractSymbol': ""LFU28 (Sep '28)"", 'dailyLastPrice': 638.25, 'dailyPriceChange': -0.5, 'dailyOpenPrice': 0, 'dailyHighPrice': 638.25, 'dailyLowPrice': 638.25, 'dailyPreviousPrice': 638.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFV28,LFV28 (Oct '28),638.75,-0.25,0.00,638.75,638.75,639.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFV28', 'contractSymbol': ""LFV28 (Oct '28)"", 'dailyLastPrice': 638.75, 'dailyPriceChange': -0.25, 'dailyOpenPrice': 0, 'dailyHighPrice': 638.75, 'dailyLowPrice': 638.75, 'dailyPreviousPrice': 639, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFX28,LFX28 (Nov '28),638.25,unch,0.00,638.25,638.25,638.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFX28', 'contractSymbol': ""LFX28 (Nov '28)"", 'dailyLastPrice': 638.25, 'dailyPriceChange': 0, 'dailyOpenPrice': 0, 'dailyHighPrice': 638.25, 'dailyLowPrice': 638.25, 'dailyPreviousPrice': 638.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFZ28,LFZ28 (Dec '28),635.75,+0.25,0.00,635.75,635.75,635.50,0,731,06/16/25,FUT,2,Yes,"{'symbol': 'LFZ28', 'contractSymbol': ""LFZ28 (Dec '28)"", 'dailyLastPrice': 635.75, 'dailyPriceChange': 0.25, 'dailyOpenPrice': 0, 'dailyHighPrice': 635.75, 'dailyLowPrice': 635.75, 'dailyPreviousPrice': 635.5, 'dailyVolume': 0, 'dailyOpenInterest': 731, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFF29,LFF29 (Jan '29),636.00,+0.25,0.00,636.00,636.00,635.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFF29', 'contractSymbol': ""LFF29 (Jan '29)"", 'dailyLastPrice': 636, 'dailyPriceChange': 0.25, 'dailyOpenPrice': 0, 'dailyHighPrice': 636, 'dailyLowPrice': 636, 'dailyPreviousPrice': 635.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFG29,LFG29 (Feb '29),636.25,+0.25,0.00,636.25,636.25,636.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFG29', 'contractSymbol': ""LFG29 (Feb '29)"", 'dailyLastPrice': 636.25, 'dailyPriceChange': 0.25, 'dailyOpenPrice': 0, 'dailyHighPrice': 636.25, 'dailyLowPrice': 636.25, 'dailyPreviousPrice': 636, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFH29,LFH29 (Mar '29),636.50,+0.25,0.00,636.50,636.50,636.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFH29', 'contractSymbol': ""LFH29 (Mar '29)"", 'dailyLastPrice': 636.5, 'dailyPriceChange': 0.25, 'dailyOpenPrice': 0, 'dailyHighPrice': 636.5, 'dailyLowPrice': 636.5, 'dailyPreviousPrice': 636.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFJ29,LFJ29 (Apr '29),636.75,+0.25,0.00,636.75,636.75,636.50,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFJ29', 'contractSymbol': ""LFJ29 (Apr '29)"", 'dailyLastPrice': 636.75, 'dailyPriceChange': 0.25, 'dailyOpenPrice': 0, 'dailyHighPrice': 636.75, 'dailyLowPrice': 636.75, 'dailyPreviousPrice': 636.5, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFK29,LFK29 (May '29),637.25,+0.50,0.00,637.25,637.25,636.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFK29', 'contractSymbol': ""LFK29 (May '29)"", 'dailyLastPrice': 637.25, 'dailyPriceChange': 0.5, 'dailyOpenPrice': 0, 'dailyHighPrice': 637.25, 'dailyLowPrice': 637.25, 'dailyPreviousPrice': 636.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFM29,LFM29 (Jun '29),637.75,+0.75,0.00,637.75,637.75,637.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFM29', 'contractSymbol': ""LFM29 (Jun '29)"", 'dailyLastPrice': 637.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 637.75, 'dailyLowPrice': 637.75, 'dailyPreviousPrice': 637, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFN29,LFN29 (Jul '29),638.00,+0.75,0.00,638.00,638.00,637.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFN29', 'contractSymbol': ""LFN29 (Jul '29)"", 'dailyLastPrice': 638, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 638, 'dailyLowPrice': 638, 'dailyPreviousPrice': 637.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFQ29,LFQ29 (Aug '29),638.50,+0.75,0.00,638.50,638.50,637.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFQ29', 'contractSymbol': ""LFQ29 (Aug '29)"", 'dailyLastPrice': 638.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 638.5, 'dailyLowPrice': 638.5, 'dailyPreviousPrice': 637.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFU29,LFU29 (Sep '29),639.00,+0.75,0.00,639.00,639.00,638.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFU29', 'contractSymbol': ""LFU29 (Sep '29)"", 'dailyLastPrice': 639, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 639, 'dailyLowPrice': 639, 'dailyPreviousPrice': 638.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFV29,LFV29 (Oct '29),639.75,+0.75,0.00,639.75,639.75,639.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFV29', 'contractSymbol': ""LFV29 (Oct '29)"", 'dailyLastPrice': 639.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 639.75, 'dailyLowPrice': 639.75, 'dailyPreviousPrice': 639, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFX29,LFX29 (Nov '29),640.50,+0.75,0.00,640.50,640.50,639.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFX29', 'contractSymbol': ""LFX29 (Nov '29)"", 'dailyLastPrice': 640.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 640.5, 'dailyLowPrice': 640.5, 'dailyPreviousPrice': 639.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFZ29,LFZ29 (Dec '29),641.00,+0.75,0.00,641.00,641.00,640.25,0,105,06/16/25,FUT,2,Yes,"{'symbol': 'LFZ29', 'contractSymbol': ""LFZ29 (Dec '29)"", 'dailyLastPrice': 641, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 641, 'dailyLowPrice': 641, 'dailyPreviousPrice': 640.25, 'dailyVolume': 0, 'dailyOpenInterest': 105, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFF30,LFF30 (Jan '30),641.25,+0.75,0.00,641.25,641.25,640.50,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFF30', 'contractSymbol': ""LFF30 (Jan '30)"", 'dailyLastPrice': 641.25, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 641.25, 'dailyLowPrice': 641.25, 'dailyPreviousPrice': 640.5, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFG30,LFG30 (Feb '30),641.50,+0.75,0.00,641.50,641.50,640.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFG30', 'contractSymbol': ""LFG30 (Feb '30)"", 'dailyLastPrice': 641.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 641.5, 'dailyLowPrice': 641.5, 'dailyPreviousPrice': 640.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFH30,LFH30 (Mar '30),641.75,+0.75,0.00,641.75,641.75,641.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFH30', 'contractSymbol': ""LFH30 (Mar '30)"", 'dailyLastPrice': 641.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 641.75, 'dailyLowPrice': 641.75, 'dailyPreviousPrice': 641, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFJ30,LFJ30 (Apr '30),642.00,+0.75,0.00,642.00,642.00,641.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFJ30', 'contractSymbol': ""LFJ30 (Apr '30)"", 'dailyLastPrice': 642, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 642, 'dailyLowPrice': 642, 'dailyPreviousPrice': 641.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFK30,LFK30 (May '30),642.25,+0.75,0.00,642.25,642.25,641.50,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFK30', 'contractSymbol': ""LFK30 (May '30)"", 'dailyLastPrice': 642.25, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 642.25, 'dailyLowPrice': 642.25, 'dailyPreviousPrice': 641.5, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFM30,LFM30 (Jun '30),642.50,+0.75,0.00,642.50,642.50,641.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFM30', 'contractSymbol': ""LFM30 (Jun '30)"", 'dailyLastPrice': 642.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 642.5, 'dailyLowPrice': 642.5, 'dailyPreviousPrice': 641.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFN30,LFN30 (Jul '30),642.75,+0.75,0.00,642.75,642.75,642.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFN30', 'contractSymbol': ""LFN30 (Jul '30)"", 'dailyLastPrice': 642.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 642.75, 'dailyLowPrice': 642.75, 'dailyPreviousPrice': 642, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFQ30,LFQ30 (Aug '30),643.00,+0.75,0.00,643.00,643.00,642.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFQ30', 'contractSymbol': ""LFQ30 (Aug '30)"", 'dailyLastPrice': 643, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 643, 'dailyLowPrice': 643, 'dailyPreviousPrice': 642.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFU30,LFU30 (Sep '30),643.50,+0.75,0.00,643.50,643.50,642.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFU30', 'contractSymbol': ""LFU30 (Sep '30)"", 'dailyLastPrice': 643.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 643.5, 'dailyLowPrice': 643.5, 'dailyPreviousPrice': 642.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFV30,LFV30 (Oct '30),644.25,+0.75,0.00,644.25,644.25,643.50,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFV30', 'contractSymbol': ""LFV30 (Oct '30)"", 'dailyLastPrice': 644.25, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 644.25, 'dailyLowPrice': 644.25, 'dailyPreviousPrice': 643.5, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFX30,LFX30 (Nov '30),644.75,+0.75,0.00,644.75,644.75,644.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFX30', 'contractSymbol': ""LFX30 (Nov '30)"", 'dailyLastPrice': 644.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 644.75, 'dailyLowPrice': 644.75, 'dailyPreviousPrice': 644, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFZ30,LFZ30 (Dec '30),645.25,+0.75,0.00,645.25,645.25,644.50,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFZ30', 'contractSymbol': ""LFZ30 (Dec '30)"", 'dailyLastPrice': 645.25, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 645.25, 'dailyLowPrice': 645.25, 'dailyPreviousPrice': 644.5, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFF31,LFF31 (Jan '31),645.50,+0.75,0.00,645.50,645.50,644.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFF31', 'contractSymbol': ""LFF31 (Jan '31)"", 'dailyLastPrice': 645.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 645.5, 'dailyLowPrice': 645.5, 'dailyPreviousPrice': 644.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFG31,LFG31 (Feb '31),645.75,+0.75,0.00,645.75,645.75,645.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFG31', 'contractSymbol': ""LFG31 (Feb '31)"", 'dailyLastPrice': 645.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 645.75, 'dailyLowPrice': 645.75, 'dailyPreviousPrice': 645, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFH31,LFH31 (Mar '31),646.00,+0.75,0.00,646.00,646.00,645.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFH31', 'contractSymbol': ""LFH31 (Mar '31)"", 'dailyLastPrice': 646, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 646, 'dailyLowPrice': 646, 'dailyPreviousPrice': 645.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFJ31,LFJ31 (Apr '31),646.25,+0.75,0.00,646.25,646.25,645.50,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFJ31', 'contractSymbol': ""LFJ31 (Apr '31)"", 'dailyLastPrice': 646.25, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 646.25, 'dailyLowPrice': 646.25, 'dailyPreviousPrice': 645.5, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFK31,LFK31 (May '31),646.50,+0.75,0.00,646.50,646.50,645.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFK31', 'contractSymbol': ""LFK31 (May '31)"", 'dailyLastPrice': 646.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 646.5, 'dailyLowPrice': 646.5, 'dailyPreviousPrice': 645.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFM31,LFM31 (Jun '31),646.75,+0.75,0.00,646.75,646.75,646.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFM31', 'contractSymbol': ""LFM31 (Jun '31)"", 'dailyLastPrice': 646.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 646.75, 'dailyLowPrice': 646.75, 'dailyPreviousPrice': 646, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFN31,LFN31 (Jul '31),647.00,+0.75,0.00,647.00,647.00,646.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFN31', 'contractSymbol': ""LFN31 (Jul '31)"", 'dailyLastPrice': 647, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 647, 'dailyLowPrice': 647, 'dailyPreviousPrice': 646.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFQ31,LFQ31 (Aug '31),647.25,+0.75,0.00,647.25,647.25,646.50,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFQ31', 'contractSymbol': ""LFQ31 (Aug '31)"", 'dailyLastPrice': 647.25, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 647.25, 'dailyLowPrice': 647.25, 'dailyPreviousPrice': 646.5, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFU31,LFU31 (Sep '31),647.75,+0.75,0.00,647.75,647.75,647.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFU31', 'contractSymbol': ""LFU31 (Sep '31)"", 'dailyLastPrice': 647.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 647.75, 'dailyLowPrice': 647.75, 'dailyPreviousPrice': 647, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFV31,LFV31 (Oct '31),648.50,+0.75,0.00,648.50,648.50,647.75,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFV31', 'contractSymbol': ""LFV31 (Oct '31)"", 'dailyLastPrice': 648.5, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 648.5, 'dailyLowPrice': 648.5, 'dailyPreviousPrice': 647.75, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFX31,LFX31 (Nov '31),648.75,+0.75,0.00,648.75,648.75,648.00,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFX31', 'contractSymbol': ""LFX31 (Nov '31)"", 'dailyLastPrice': 648.75, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 648.75, 'dailyLowPrice': 648.75, 'dailyPreviousPrice': 648, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
LFZ31,LFZ31 (Dec '31),649.00,+0.75,0.00,649.00,649.00,648.25,0,0,06/16/25,FUT,2,Yes,"{'symbol': 'LFZ31', 'contractSymbol': ""LFZ31 (Dec '31)"", 'dailyLastPrice': 649, 'dailyPriceChange': 0.75, 'dailyOpenPrice': 0, 'dailyHighPrice': 649, 'dailyLowPrice': 649, 'dailyPreviousPrice': 648.25, 'dailyVolume': 0, 'dailyOpenInterest': 0, 'dailyDate1dAgo': '2025-06-16', 'symbolCode': 'FUT', 'symbolType': 2, 'hasOptions': True}"
